loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.1487366876585021,0.7235812178679875,73.841668418224,82.20971063385977,1736965809,checkpoint_000000,True,False,1,14fb1c85,2025-01-15_19-30-10,111.25323510169983,111.25323510169983,136573,jan-desktop,10.7.0.4,111.25323510169983,1
0.7076507478738002,0.5905158690043858,81.76643066094462,84.22791574432762,1736965918,checkpoint_000001,True,False,2,14fb1c85,2025-01-15_19-31-59,108.96575903892517,220.218994140625,136573,jan-desktop,10.7.0.4,220.218994140625,2
0.5999125078213301,0.49704960797514236,83.75093885690265,85.94557556617428,1736966027,checkpoint_000002,True,False,3,14fb1c85,2025-01-15_19-33-48,108.90573716163635,329.12473130226135,136573,jan-desktop,10.7.0.4,329.12473130226135,3
0.537062526178017,0.4884902341025216,84.86069448804861,85.88549071985015,1736966136,checkpoint_000003,True,False,4,14fb1c85,2025-01-15_19-35-37,109.10124254226685,438.2259738445282,136573,jan-desktop,10.7.0.4,438.2259738445282,4
0.49478675918184595,0.4763078389423234,85.63631483866162,85.87115610765825,1736966246,checkpoint_000004,True,True,5,14fb1c85,2025-01-15_19-37-26,109.29417896270752,547.5201528072357,136573,jan-desktop,10.7.0.4,547.5201528072357,5
