loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7585903048622522,0.5788513535647084,78.2788557984973,82.56528697160614,1737451789,checkpoint_000000,True,False,1,2e778220,2025-01-21_10-29-50,141.86103701591492,141.86103701591492,767801,jan-desktop,10.7.0.4,141.86103701591492,1
0.5808522159354292,0.5101311889698179,82.64303932224043,84.33182056425865,1737451925,checkpoint_000001,True,False,2,2e778220,2025-01-21_10-32-06,135.89338397979736,277.7544209957123,767801,jan-desktop,10.7.0.4,277.7544209957123,2
0.5118727413870447,0.5012807968280298,84.42521737048232,84.59392426886893,1737452059,checkpoint_000002,True,False,3,2e778220,2025-01-21_10-34-19,133.8259813785553,411.5804023742676,767801,jan-desktop,10.7.0.4,411.5804023742676,3
0.4673456726528758,0.4613484291078375,85.65238914637521,85.5326108935337,1737452193,checkpoint_000003,True,False,4,2e778220,2025-01-21_10-36-36,136.334632396698,547.9150347709656,767801,jan-desktop,10.7.0.4,547.9150347709656,4
0.46024395836343013,0.4802686565642734,85.6831357953578,85.46442587054617,1737452330,checkpoint_000004,True,False,5,2e778220,2025-01-21_10-38-50,134.20423555374146,682.119270324707,767801,jan-desktop,10.7.0.4,682.119270324707,5
0.4395869694274964,0.4200968217077873,86.34019577976672,86.7450765718786,1737452464,checkpoint_000005,True,False,6,2e778220,2025-01-21_10-41-05,133.7318811416626,815.8511514663696,767801,jan-desktop,10.7.0.4,815.8511514663696,6
0.4231724489024646,0.40855819190577636,86.83110569606445,86.91346020816484,1737452598,checkpoint_000006,True,False,7,2e778220,2025-01-21_10-43-18,133.70519590377808,949.5563473701477,767801,jan-desktop,10.7.0.4,949.5563473701477,7
0.4159620119084557,0.39708544303187365,86.91125906597208,87.45305183368099,1737452732,checkpoint_000007,True,False,8,2e778220,2025-01-21_10-45-32,133.76339292526245,1083.3197402954102,767801,jan-desktop,10.7.0.4,1083.3197402954102,8
0.3929580643558674,0.4015710159814615,87.43549391256225,87.31659332297475,1737452865,checkpoint_000008,True,False,9,2e778220,2025-01-21_10-47-46,133.6184446811676,1216.9381849765778,767801,jan-desktop,10.7.0.4,1216.9381849765778,9
0.37260883387258587,0.4310968798055923,88.04212351272828,86.46901406389681,1737453000,checkpoint_000009,True,False,10,2e778220,2025-01-21_10-50-00,134.00780963897705,1350.9459946155548,767801,jan-desktop,10.7.0.4,1350.9459946155548,10
0.38183835044288805,0.4188388575324052,87.92986692376867,87.23338060320974,1737453133,checkpoint_000010,True,False,11,2e778220,2025-01-21_10-52-14,134.05254292488098,1484.9985375404358,767801,jan-desktop,10.7.0.4,1484.9985375404358,11
0.3661843568837042,0.38753996660812295,88.23692368220809,87.48101999169894,1737453268,checkpoint_000011,True,False,12,2e778220,2025-01-21_10-54-28,133.93369603157043,1618.9322335720062,767801,jan-desktop,10.7.0.4,1618.9322335720062,12
0.3649988640635777,0.3689491861372543,88.35546725341621,88.32215728896173,1737453402,checkpoint_000012,True,False,13,2e778220,2025-01-21_10-56-43,134.12667226791382,1753.05890583992,767801,jan-desktop,10.7.0.4,1753.05890583992,13
0.344947456670322,0.36122874754795925,88.88741698948533,88.33955956536546,1737453537,checkpoint_000013,True,False,14,2e778220,2025-01-21_10-58-57,134.2829179763794,1887.3418238162994,767801,jan-desktop,10.7.0.4,1887.3418238162994,14
0.33587160705180047,0.36158660493737504,89.13042927344515,88.27985584904857,1737453671,checkpoint_000014,True,False,15,2e778220,2025-01-21_11-01-12,134.24791955947876,2021.5897433757782,767801,jan-desktop,10.7.0.4,2021.5897433757782,15
0.3336718518474548,0.36409667906143683,89.20541577093356,88.51523189732238,1737453805,checkpoint_000015,True,False,16,2e778220,2025-01-21_11-03-26,133.94739651679993,2155.537139892578,767801,jan-desktop,10.7.0.4,2155.537139892578,16
0.3348633388874771,0.3519563150706051,89.05749941466945,88.45203482184667,1737453939,checkpoint_000016,True,False,17,2e778220,2025-01-21_11-05-40,133.99331164360046,2289.5304515361786,767801,jan-desktop,10.7.0.4,2289.5304515361786,17
0.32719639956736735,0.35422928009530624,89.26626620301391,88.39898990570858,1737454073,checkpoint_000017,True,False,18,2e778220,2025-01-21_11-07-54,133.8577287197113,2423.38818025589,767801,jan-desktop,10.7.0.4,2423.38818025589,18
0.3188518715365756,0.3546542942309551,89.53237044240348,88.64400528393853,1737454207,checkpoint_000018,True,False,19,2e778220,2025-01-21_11-10-08,133.7016406059265,2557.0898208618164,767801,jan-desktop,10.7.0.4,2557.0898208618164,19
0.3079081661597216,0.3228552802432355,89.93340900504448,89.43198325954621,1737454341,checkpoint_000019,True,False,20,2e778220,2025-01-21_11-12-22,133.83894085884094,2690.9287617206573,767801,jan-desktop,10.7.0.4,2690.9287617206573,20
0.30539659686761794,0.33942502785286455,89.93932350421439,88.79899017176791,1737454475,checkpoint_000020,True,False,21,2e778220,2025-01-21_11-14-36,133.87437629699707,2824.8031380176544,767801,jan-desktop,10.7.0.4,2824.8031380176544,21
0.3071216336257166,0.34015946711996475,89.91287787078029,88.9673232567792,1737454609,checkpoint_000021,True,False,22,2e778220,2025-01-21_11-16-50,134.14304852485657,2958.946186542511,767801,jan-desktop,10.7.0.4,2958.946186542511,22
0.3017961446785455,0.3357659393934895,90.13887981700438,89.01432729556001,1737454744,checkpoint_000022,True,False,23,2e778220,2025-01-21_11-19-04,133.90584874153137,3092.8520352840424,767801,jan-desktop,10.7.0.4,3092.8520352840424,23
