loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737381641,,False,1,5445a29e,2025-01-20_15-00-41,5.26016640663147,5.26016640663147,665474,jan-desktop,10.7.0.4,5.26016640663147,1
