loss,val_loss,train_acc,val_acc,training_iteration,num_classes,timestamp,checkpoint_dir_name,should_checkpoint,done,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.1868935610643692,0.9532288476328055,72.73344756738987,76.1945573430309,0,124,1739731710,checkpoint_000000,True,False,430aff19,2025-02-16_19-48-31,1057.7864825725555,1057.7864825725555,7585,jan-desktop,10.7.0.4,1057.7864825725555,1
0.9213339820918109,0.8307770772775014,77.19629201594346,78.90721462031559,1,124,1739732757,checkpoint_000001,True,False,430aff19,2025-02-16_20-05-58,1047.065883398056,2104.8523659706116,7585,jan-desktop,10.7.0.4,2104.8523659706116,2
0.8318824992163314,0.7860631707310677,78.9333770186144,79.93084596893492,2,124,1739733802,checkpoint_000002,True,False,430aff19,2025-02-16_20-23-22,1044.2552614212036,3149.107627391815,7585,jan-desktop,10.7.0.4,3149.107627391815,3
0.7851286614437898,0.7302841912209987,79.8556348105687,80.68253420857988,3,124,1739734848,checkpoint_000003,True,False,430aff19,2025-02-16_20-40-48,1045.9870615005493,4195.0946888923645,7585,jan-desktop,10.7.0.4,4195.0946888923645,4
0.7532710237780379,0.7361166168169843,80.45048510950855,80.72367367274819,4,124,1739735883,checkpoint_000004,True,False,430aff19,2025-02-16_20-58-03,1035.19296336174,5230.287652254105,7585,jan-desktop,10.7.0.4,5230.287652254105,5
0.7328384535035325,0.6733897343733245,80.82222271018244,81.8121591469428,5,124,1739736923,checkpoint_000005,True,False,430aff19,2025-02-16_21-15-23,1040.0438210964203,6270.331473350525,7585,jan-desktop,10.7.0.4,6270.331473350525,6
0.7026526242266926,0.6615539539315635,81.51088490302432,82.28762389053254,6,124,1739737949,checkpoint_000006,True,False,430aff19,2025-02-16_21-32-29,1025.5597577095032,7295.891231060028,7585,jan-desktop,10.7.0.4,7295.891231060028,7
0.6780747329360909,0.6565183018396298,82.12249609631822,82.79198769312951,7,124,1739738974,checkpoint_000007,True,False,430aff19,2025-02-16_21-49-34,1025.2627942562103,8321.154025316238,7585,jan-desktop,10.7.0.4,8321.154025316238,8
0.6620457266954084,0.6479654187791878,82.39059960038625,82.76075207511505,8,124,1739739994,checkpoint_000008,True,False,430aff19,2025-02-16_22-06-34,1019.8376517295837,9340.991677045822,7585,jan-desktop,10.7.0.4,9340.991677045822,9
0.6508868838370674,0.6291171210300591,82.50727207121137,82.73007735453649,9,124,1739741030,checkpoint_000009,True,False,430aff19,2025-02-16_22-23-50,1036.008969783783,10377.000646829605,7585,jan-desktop,10.7.0.4,10377.000646829605,10
0.6233985000993643,0.5885050105220742,83.16602872287969,83.89381040433925,10,124,1739742065,checkpoint_000010,True,False,430aff19,2025-02-16_22-41-06,1035.2734787464142,11412.27412557602,7585,jan-desktop,10.7.0.4,11412.27412557602,11
0.6254354539968902,0.6156244637403223,83.0871346975674,83.48668741781722,11,124,1739743102,checkpoint_000011,True,False,430aff19,2025-02-16_22-58-23,1036.8230969905853,12449.097222566605,7585,jan-desktop,10.7.0.4,12449.097222566605,12
0.6195982957983183,0.5863107308590164,83.28978254951512,83.897168187048,12,124,1739744136,checkpoint_000012,True,False,430aff19,2025-02-16_23-15-37,1034.339760541916,13483.43698310852,7585,jan-desktop,10.7.0.4,13483.43698310852,13
0.6121976045601898,0.6105470835665862,83.39433660523504,83.71908345660749,13,124,1739745161,checkpoint_000013,True,False,430aff19,2025-02-16_23-32-42,1024.846184015274,14508.283167123795,7585,jan-desktop,10.7.0.4,14508.283167123795,14
0.5950687275744146,0.605902838996715,83.89866686698718,83.35685034516766,14,124,1739746180,checkpoint_000014,True,False,430aff19,2025-02-16_23-49-41,1019.0867729187012,15527.369940042496,7585,jan-desktop,10.7.0.4,15527.369940042496,15
0.6032016441350182,0.5870039797450105,83.57854074211045,84.106501273833,15,124,1739747203,checkpoint_000015,True,False,430aff19,2025-02-17_00-06-43,1022.2415397167206,16549.611479759216,7585,jan-desktop,10.7.0.4,16549.611479759216,16
0.5867872970571948,0.5629130677009623,83.89567525990303,84.22536930884287,16,124,1739748227,checkpoint_000016,True,False,430aff19,2025-02-17_00-23-47,1024.0824928283691,17573.693972587585,7585,jan-desktop,10.7.0.4,17573.693972587585,17
0.5744604212521679,0.5624398888357811,84.17005655202169,84.38115281886917,17,124,1739749248,checkpoint_000017,True,False,430aff19,2025-02-17_00-40-49,1021.3217606544495,18595.015733242035,7585,jan-desktop,10.7.0.4,18595.015733242035,18
0.5670270927457346,0.5683874645642937,84.3870763477975,84.26262132232084,18,124,1739750267,checkpoint_000018,True,False,430aff19,2025-02-17_00-57-48,1019.0081350803375,19614.023868322372,7585,jan-desktop,10.7.0.4,19614.023868322372,19
0.5579182741589224,0.5526344567909837,84.6353115754438,84.4740444197896,19,124,1739751290,checkpoint_000019,True,False,430aff19,2025-02-17_01-14-50,1022.3360567092896,20636.359925031662,7585,jan-desktop,10.7.0.4,20636.359925031662,20
0.5549029835758523,0.5658556952368882,84.70233668741781,84.29304579635108,20,124,1739752325,checkpoint_000020,True,False,430aff19,2025-02-17_01-32-05,1035.2904167175293,21671.65034174919,7585,jan-desktop,10.7.0.4,21671.65034174919,21
0.5442130872007045,0.5539333024124304,84.9969520720332,84.55763067061145,21,124,1739753358,checkpoint_000021,True,False,430aff19,2025-02-17_01-49-18,1032.7789287567139,22704.429270505905,7585,jan-desktop,10.7.0.4,22704.429270505905,22
