loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737036404,,False,1,5f635600,2025-01-16_15-06-44,4.561284065246582,4.561284065246582,185988,jan-desktop,10.7.0.4,4.561284065246582,1
