loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737495202,,False,1,3c6bc0f2,2025-01-21_22-33-22,3.605653762817383,3.605653762817383,800057,jan-desktop,10.7.0.4,3.605653762817383,1
