loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737598865,,False,1,87292f9f,2025-01-23_03-21-05,5.216630220413208,5.216630220413208,915245,jan-desktop,10.7.0.4,5.216630220413208,1
