loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9616569417843716,0.6622615507670812,74.18415131060831,80.44003155463794,1737245927,checkpoint_000000,True,False,1,e4d431bf,2025-01-19_01-18-47,89.11898589134216,89.11898589134216,423033,jan-desktop,10.7.0.4,89.11898589134216,1
0.6820173221740792,0.5719851804631096,79.62052970419522,82.46829038248691,1737245992,checkpoint_000001,True,False,2,e4d431bf,2025-01-19_01-19-52,65.26593375205994,154.3849196434021,423033,jan-desktop,10.7.0.4,154.3849196434021,2
0.6101026215570436,0.5189140392201287,81.29153252841513,83.81776797496914,1737246059,checkpoint_000002,True,False,3,e4d431bf,2025-01-19_01-20-59,66.78136706352234,221.16628670692444,423033,jan-desktop,10.7.0.4,221.16628670692444,3
0.558665639633755,0.49134679181235175,82.64105335554042,84.28752301413307,1737246124,checkpoint_000003,True,False,4,e4d431bf,2025-01-19_01-22-04,64.83628416061401,286.00257086753845,423033,jan-desktop,10.7.0.4,286.00257086753845,4
0.537326857233219,0.4798520824738911,83.10647445431229,84.96601291452045,1737246190,checkpoint_000004,True,False,5,e4d431bf,2025-01-19_01-23-10,65.81666851043701,351.81923937797546,423033,jan-desktop,10.7.0.4,351.81923937797546,5
0.512277635202991,0.4590069630316326,83.83050406937764,85.40918263909582,1737246253,checkpoint_000005,True,False,6,e4d431bf,2025-01-19_01-24-14,63.90679383277893,415.7260332107544,423033,jan-desktop,10.7.0.4,415.7260332107544,6
0.4834235541040091,0.4573305483375277,84.66006911556553,85.68154426163211,1737246318,checkpoint_000006,True,False,7,e4d431bf,2025-01-19_01-25-19,64.90169787406921,480.6277310848236,423033,jan-desktop,10.7.0.4,480.6277310848236,7
0.48306575299595755,0.41935808147702897,84.51856495572773,86.74276518134604,1737246384,checkpoint_000007,True,False,8,e4d431bf,2025-01-19_01-26-24,65.15905261039734,545.786783695221,423033,jan-desktop,10.7.0.4,545.786783695221,8
0.4614355240365584,0.4367573427302497,85.14359089651356,86.05090114299094,1737246450,checkpoint_000008,True,False,9,e4d431bf,2025-01-19_01-27-30,66.02678442001343,611.8135681152344,423033,jan-desktop,10.7.0.4,611.8135681152344,9
0.4611738789424622,0.41504470961434503,85.26563215034481,86.58928086820484,1737246518,checkpoint_000009,True,False,10,e4d431bf,2025-01-19_01-28-38,68.21435022354126,680.0279183387756,423033,jan-desktop,10.7.0.4,680.0279183387756,10
0.44901246577501297,0.41104561516216825,85.61321839348048,86.79039312928356,1737246584,checkpoint_000010,True,False,11,e4d431bf,2025-01-19_01-29-44,65.46502637863159,745.4929447174072,423033,jan-desktop,10.7.0.4,745.4929447174072,11
0.4370544542618793,0.3908777375306402,85.88531146236856,87.37950105891618,1737246648,checkpoint_000011,True,False,12,e4d431bf,2025-01-19_01-30-48,64.14282274246216,809.6357674598694,423033,jan-desktop,10.7.0.4,809.6357674598694,12
0.42814418780717917,0.4203468929444041,86.10291624318889,86.47629610808394,1737246714,checkpoint_000012,True,False,13,e4d431bf,2025-01-19_01-31-54,65.77332973480225,875.4090971946716,423033,jan-desktop,10.7.0.4,875.4090971946716,13
0.4303140181431667,0.40394881729568755,86.0139207236282,87.0683366768124,1737246779,checkpoint_000013,True,False,14,e4d431bf,2025-01-19_01-33-00,65.85275864601135,941.261855840683,423033,jan-desktop,10.7.0.4,941.261855840683,14
0.4279537374595944,0.4046178262148585,86.1343228856264,86.98200840215402,1737246845,checkpoint_000014,True,True,15,e4d431bf,2025-01-19_01-34-05,65.66361093521118,1006.9254667758942,423033,jan-desktop,10.7.0.4,1006.9254667758942,15
