loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1736890847,,False,1,2a43ef9b,2025-01-14_22-40-47,4.718939304351807,4.718939304351807,38349,jan-desktop,10.7.0.4,4.718939304351807,1
