loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737495194,,False,1,ce39989d,2025-01-21_22-33-14,4.99364709854126,4.99364709854126,799877,jan-desktop,10.7.0.4,4.99364709854126,1
