loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737383782,,False,1,40aa6e20,2025-01-20_15-36-22,4.620608568191528,4.620608568191528,667889,jan-desktop,10.7.0.4,4.620608568191528,1
