loss,val_loss,train_acc,val_acc,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
inf,inf,0.0,0.0,1737044261,,False,1,37c9ed23,2025-01-16_17-17-41,3.1739890575408936,3.1739890575408936,191655,jan-desktop,10.7.0.4,3.1739890575408936,1
